Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1924,Paris,Weightlifting,Weightlifting,"TONANI, Giuseppe",Italy,Men,"+ 82.5KG, One-Two Hand 5 Events (Heavyweight)",Summer
1924,Paris,Weightlifting,Weightlifting,"DECOTTIGNIES, Edmond",France,Men,"60 - 67.5KG, One-Two Hand 5 Events (Lightweight)",Summer
1924,Paris,Weightlifting,Weightlifting,"GALIMBERTI, Carlo",Italy,Men,"67.5 - 75KG, One-Two Hand 5 Events (Middleweight)",Summer
1924,Paris,Weightlifting,Weightlifting,"RIGOULOT, Charles",France,Men,"75 - 82.5KG, One-Two Hand 5 E. (Light-Heavyweight)",Summer
1924,Paris,Wrestling,Wrestling Free.,"PIHLAJAMÄKI, Kustaa",Finland,Men,- 56KG (Bantamweight),Summer
1924,Paris,Wrestling,Wrestling Free.,"STEELE, Harry",United States,Men,+ 87KG (Heavyweight),Summer
1924,Paris,Wrestling,Wrestling Free.,"REED, Robin",United States,Men,56 - 61KG (Featherweight),Summer
1924,Paris,Wrestling,Wrestling Free.,"VIS, Russell",United States,Men,61 - 66KG (Lightweight),Summer
1924,Paris,Wrestling,Wrestling Free.,"GEHRI, Hermann",Switzerland,Men,66 - 72KG (Welterweight),Summer
1924,Paris,Wrestling,Wrestling Free.,"HAGGMANN, Fritz",Switzerland,Men,72 - 79KG (Middleweight),Summer
1924,Paris,Wrestling,Wrestling Free.,"SPELLMAN, John Franklin",United States,Men,79 - 87KG (Light-Heavyweight),Summer
1924,Paris,Wrestling,Wrestling Gre-R,"PÜTSEP, Eduard",Estonia,Men,- 58KG (Bantamweight),Summer
1924,Paris,Wrestling,Wrestling Gre-R,"DEGLANE, Henri",France,Men,+ 82.5KG (Super Heavyweight),Summer
1924,Paris,Wrestling,Wrestling Gre-R,"ANTTILA, Kalle",Finland,Men,58 - 62KG (Featherweight),Summer
1924,Paris,Wrestling,Wrestling Gre-R,"FRIMAN, Oskar David",Finland,Men,62 - 67.5KG (Lightweight),Summer
1924,Paris,Wrestling,Wrestling Gre-R,"WESTERLUND, Edward Wilhelm",Finland,Men,67.5 - 75KG (Middleweight),Summer
1924,Paris,Wrestling,Wrestling Gre-R,"WESTERGREN, Carl",Sweden,Men,75 - 82.5KG (Light-Heavyweight),Summer
1928,Amsterdam,Aquatics,Diving,"DESJARDINS, Ulise Joseph ""Peter""",United States,Men,10M Platform,Summer
1928,Amsterdam,Aquatics,Diving,"BECKER-PINKSTON, Elizabeth",United States,Women,10M Platform,Summer
1928,Amsterdam,Aquatics,Diving,"DESJARDINS, Ulise Joseph ""Peter""",United States,Men,3M Springboard,Summer
1928,Amsterdam,Aquatics,Diving,"MEANY, Helen",United States,Women,3M Springboard,Summer
1928,Amsterdam,Aquatics,Swimming,"KOJAC, George Harold",United States,Men,100M Backstroke,Summer
1928,Amsterdam,Aquatics,Swimming,"BRAUN, Maria Johanna",Netherlands,Women,100M Backstroke,Summer
1928,Amsterdam,Aquatics,Swimming,"WEISSMULLER, Johnny",United States,Men,100M Freestyle,Summer
1928,Amsterdam,Aquatics,Swimming,"OSIPOWICH, Albina Lucy",United States,Women,100M Freestyle,Summer
1928,Amsterdam,Aquatics,Swimming,"BORG, Arne",Sweden,Men,1500M Freestyle,Summer
1928,Amsterdam,Aquatics,Swimming,"TSURUTA, Yoshiyuki",Japan,Men,200M Breaststroke,Summer
1928,Amsterdam,Aquatics,Swimming,"SCHRADER, Hilde",Germany,Women,200M Breaststroke,Summer
1928,Amsterdam,Aquatics,Swimming,"ZORRILLA, Victoriano",Argentina,Men,400M Freestyle,Summer
1928,Amsterdam,Aquatics,Swimming,"NORELIUS, Martha",United States,Women,400M Freestyle,Summer
1928,Amsterdam,Aquatics,Swimming,"LAMBERT, Adelaide T.",United States,Women,4X100M Freestyle Relay,Summer
1928,Amsterdam,Aquatics,Swimming,"NORELIUS, Martha",United States,Women,4X100M Freestyle Relay,Summer
1928,Amsterdam,Aquatics,Swimming,"OSIPOWICH, Albina Lucy",United States,Women,4X100M Freestyle Relay,Summer
1928,Amsterdam,Aquatics,Swimming,"SAVILLE, Eleanor",United States,Women,4X100M Freestyle Relay,Summer
1928,Amsterdam,Aquatics,Swimming,"CLAPP, Austin Rhone",United States,Men,4X200M Freestyle Relay,Summer
1928,Amsterdam,Aquatics,Swimming,"KOJAC, George Harold",United States,Men,4X200M Freestyle Relay,Summer
1928,Amsterdam,Aquatics,Swimming,"LAUFER, Walter",United States,Men,4X200M Freestyle Relay,Summer
1928,Amsterdam,Aquatics,Swimming,"WEISSMULLER, Johnny",United States,Men,4X200M Freestyle Relay,Summer
1928,Amsterdam,Aquatics,Water polo,"AMANN, Max",Germany,Men,Water Polo,Summer
1928,Amsterdam,Aquatics,Water polo,"BÄHRE, Karl",Germany,Men,Water Polo,Summer
1928,Amsterdam,Aquatics,Water polo,"BENECKE, Emil",Germany,Men,Water Polo,Summer
1928,Amsterdam,Aquatics,Water polo,"BLANK, Johann",Germany,Men,Water Polo,Summer
1928,Amsterdam,Aquatics,Water polo,"CORDES, Otto",Germany,Men,Water Polo,Summer
1928,Amsterdam,Aquatics,Water polo,"GUNST, Fritz",Germany,Men,Water Polo,Summer
1928,Amsterdam,Aquatics,Water polo,"RADEMACHER, Erich",Germany,Men,Water Polo,Summer
1928,Amsterdam,Aquatics,Water polo,"RADEMACHER, Joachim",Germany,Men,Water Polo,Summer
1928,Amsterdam,Athletics,Athletics,"NURMI, Paavo",Finland,Men,10000M,Summer
1928,Amsterdam,Athletics,Athletics,"WILLIAMS, Percy",Canada,Men,100M,Summer
1928,Amsterdam,Athletics,Athletics,"ROBINSON, Elizabeth",United States,Women,100M,Summer
1928,Amsterdam,Athletics,Athletics,"ATKINSON, Sidney",South Africa,Men,110M Hurdles,Summer
1928,Amsterdam,Athletics,Athletics,"LARVA, Harri Edvin",Finland,Men,1500M,Summer
1928,Amsterdam,Athletics,Athletics,"WILLIAMS, Percy",Canada,Men,200M,Summer
1928,Amsterdam,Athletics,Athletics,"LOUKOLA, Toivo Aarne",Finland,Men,3000M Steeplechase,Summer
1928,Amsterdam,Athletics,Athletics,"BARBUTI, Raymond James",United States,Men,400M,Summer
1928,Amsterdam,Athletics,Athletics,"BURGHLEY, David George",United Kingdom,Men,400M Hurdles,Summer
1928,Amsterdam,Athletics,Athletics,"BORAH, Charles Edward",United States,Men,4X100M Relay,Summer
1928,Amsterdam,Athletics,Athletics,"QUINN, James F.",United States,Men,4X100M Relay,Summer
1928,Amsterdam,Athletics,Athletics,"RUSSELL, Henry Argue",United States,Men,4X100M Relay,Summer
1928,Amsterdam,Athletics,Athletics,"WYKOFF, Frank Clifford",United States,Men,4X100M Relay,Summer
1928,Amsterdam,Athletics,Athletics,"COOK, Myrtle Alice",Canada,Women,4X100M Relay,Summer
1928,Amsterdam,Athletics,Athletics,"ROSENFELD, Fanny",Canada,Women,4X100M Relay,Summer
1928,Amsterdam,Athletics,Athletics,"SMITH, Ethel M.",Canada,Women,4X100M Relay,Summer
1928,Amsterdam,Athletics,Athletics,"THOMPSON, Jean",Canada,Women,4X100M Relay,Summer
1928,Amsterdam,Athletics,Athletics,"ALDERMAN, Frederick Pitt",United States,Men,4X400M Relay,Summer
1928,Amsterdam,Athletics,Athletics,"BAIRD, George Hetzel",United States,Men,4X400M Relay,Summer
1928,Amsterdam,Athletics,Athletics,"BARBUTI, Raymond James",United States,Men,4X400M Relay,Summer
1928,Amsterdam,Athletics,Athletics,"SPENCER, Emerson Lane",United States,Men,4X400M Relay,Summer
1928,Amsterdam,Athletics,Athletics,"RITOLA, Ville",Finland,Men,5000M,Summer
1928,Amsterdam,Athletics,Athletics,"LOWE, Douglas Gordon",United Kingdom,Men,800M,Summer
1928,Amsterdam,Athletics,Athletics,"RADKE, Karoline ""Lina""",Germany,Women,800M,Summer
1928,Amsterdam,Athletics,Athletics,"YRJÖLÄ, Paavo Ilmari",Finland,Men,Decathlon,Summer
1928,Amsterdam,Athletics,Athletics,"HOUSER, Lemuel Clarence",United States,Men,Discus Throw,Summer
1928,Amsterdam,Athletics,Athletics,"KONOPACKA, Halina",Poland,Women,Discus Throw,Summer
1928,Amsterdam,Athletics,Athletics,"O'CALLAGHAN, Patrick",Ireland,Men,Hammer Throw,Summer
1928,Amsterdam,Athletics,Athletics,"KING, Robert Wade",United States,Men,High Jump,Summer
1928,Amsterdam,Athletics,Athletics,"CATHERWOOD, Ethel",Canada,Women,High Jump,Summer
1928,Amsterdam,Athletics,Athletics,"LUNDQVIST, Erik H.",Sweden,Men,Javelin Throw,Summer
1928,Amsterdam,Athletics,Athletics,"HAMM, Edward Barton",United States,Men,Long Jump,Summer
1928,Amsterdam,Athletics,Athletics,"EL OUAFI, BoughÃ©ra Mohamed",France,Men,Marathon,Summer
1928,Amsterdam,Athletics,Athletics,"CARR, Sabin William",United States,Men,Pole Vault,Summer
1928,Amsterdam,Athletics,Athletics,"KUCK, John H.",United States,Men,Shot Put,Summer
1928,Amsterdam,Athletics,Athletics,"ODA, Mikio",Japan,Men,Triple Jump,Summer
1928,Amsterdam,Boxing,Boxing,"KOCSIS, Antal",Hungary,Men,- 50.8KG (Flyweight),Summer
1928,Amsterdam,Boxing,Boxing,"RODRIGUEZ JURADO, Arturo",Argentina,Men,+ 79.38KG (Heavyweight),Summer
1928,Amsterdam,Boxing,Boxing,"TAMAGNINI, Vittorio",Italy,Men,50.8 - 53.52KG (Bantamweight),Summer
1928,Amsterdam,Boxing,Boxing,"VAN KLAVEREN, Lambertus",Netherlands,Men,53.52 - 57.15KG (Featherweight),Summer
1928,Amsterdam,Boxing,Boxing,"ORLANDI, Carlo",Italy,Men,57.15 - 61.24KG (Lightweight),Summer
1928,Amsterdam,Boxing,Boxing,"MORGAN, Edward",New Zealand,Men,61.24 - 66.68KG (Welterweight),Summer
1928,Amsterdam,Boxing,Boxing,"TOSCANI, Piero",Italy,Men,66.68 - 72.57KG (Middleweight),Summer
1928,Amsterdam,Boxing,Boxing,"AVENDANO, Victor",Argentina,Men,72.57 - 79.38KG (Light-Heavyweight),Summer
1928,Amsterdam,Cycling,Cycling Road,"HANSEN, Henry Peter Christian",Denmark,Men,Individual Time Trial,Summer
1928,Amsterdam,Cycling,Cycling Road,"HANSEN, Henry Peter Christian",Denmark,Men,Team Time Trial,Summer
1928,Amsterdam,Cycling,Cycling Road,"JÖRGENSEN, Oving Orla",Denmark,Men,Team Time Trial,Summer
1928,Amsterdam,Cycling,Cycling Road,"NIELSEN, Leo",Denmark,Men,Team Time Trial,Summer
1928,Amsterdam,Cycling,Cycling Track,"BEAUFRAND, Roger",France,Men,1KM Pursuit,Summer
1928,Amsterdam,Cycling,Cycling Track,"FALCK HANSEN, Willy",Denmark,Men,1KM Time Trial,Summer
1928,Amsterdam,Cycling,Cycling Track,"LEENE, Bernardus Petrus",Netherlands,Men,2000M Tandem,Summer
1928,Amsterdam,Cycling,Cycling Track,"VAN DIJK, Daniel (Daan)",Netherlands,Men,2000M Tandem,Summer
1928,Amsterdam,Cycling,Cycling Track,"BEAUFRAND, Roger",France,Men,Sprint Indivual,Summer
1928,Amsterdam,Cycling,Cycling Track,"CATTANEO, Marco",Italy,Men,Team Pursuit (4000M),Summer
1928,Amsterdam,Cycling,Cycling Track,"FACCIANI, Cesare",Italy,Men,Team Pursuit (4000M),Summer
1928,Amsterdam,Cycling,Cycling Track,"LUSIANI, Mario",Italy,Men,Team Pursuit (4000M),Summer
1928,Amsterdam,Cycling,Cycling Track,"TASSELLI, Luigi",Italy,Men,Team Pursuit (4000M),Summer
1928,Amsterdam,Equestrian,Dressage,"VON LANGEN, Carl-Friedrich",Germany,Men,Individual,Summer
1928,Amsterdam,Equestrian,Dressage,"LINKENBACH, Hermann",Germany,Men,Team,Summer
1928,Amsterdam,Equestrian,Dressage,"VON LANGEN, Carl-Friedrich",Germany,Men,Team,Summer
1928,Amsterdam,Equestrian,Dressage,"VON LOTZBECK, Eugen",Germany,Men,Team,Summer
1928,Amsterdam,Equestrian,Eventing,"PAHUD DE MORTANGES, Charles Ferdinand",Netherlands,Men,Individual,Summer
1928,Amsterdam,Equestrian,Eventing,"DE KRUIJFF, Gerard Pieter",Netherlands,Men,Team,Summer
1928,Amsterdam,Equestrian,Eventing,"PAHUD DE MORTANGES, Charles Ferdinand",Netherlands,Men,Team,Summer
1928,Amsterdam,Equestrian,Eventing,"VAN DER VOORT VAN ZIJP, Adolf Dirk C.",Netherlands,Men,Team,Summer
1928,Amsterdam,Equestrian,Jumping,"VENTURA, Frantisek",Czechoslovakia,Men,Individual,Summer
1928,Amsterdam,Equestrian,Jumping,DE LOS TRUJILLOS (MARQUIS),Spain,Men,Team,Summer
1928,Amsterdam,Equestrian,Jumping,"GARCIA FERNANDEZ, Julio",Spain,Men,Team,Summer
1928,Amsterdam,Equestrian,Jumping,"NAVARRO-MORENES, José",Spain,Men,Team,Summer
1928,Amsterdam,Fencing,Fencing,"GAUDIN, Lucien",France,Men,Épée Individual,Summer
1928,Amsterdam,Fencing,Fencing,"GAUDIN, Lucien",France,Men,Foil Individual,Summer
1928,Amsterdam,Fencing,Fencing,"MAYER, Helene",Germany,Women,Foil Individual,Summer
1928,Amsterdam,Fencing,Fencing,"CHIAVACCI, Giorgio",Italy,Men,Foil Team,Summer
1928,Amsterdam,Fencing,Fencing,"GAUDINI, Giulio",Italy,Men,Foil Team,Summer
1928,Amsterdam,Fencing,Fencing,"GUARAGNA, Gioachino",Italy,Men,Foil Team,Summer
1928,Amsterdam,Fencing,Fencing,"PESSINA, Giorgio",Italy,Men,Foil Team,Summer
1928,Amsterdam,Fencing,Fencing,"PIGNOTTI, Ugo",Italy,Men,Foil Team,Summer
1928,Amsterdam,Fencing,Fencing,"PULITI, Oreste",Italy,Men,Foil Team,Summer
1928,Amsterdam,Fencing,Fencing,"VITEZ TERSZTYANSZKY, Odön",Hungary,Men,Sabre Individual,Summer
1928,Amsterdam,Fencing,Fencing,"GARAY, Janos",Hungary,Men,Sabre Team,Summer
1928,Amsterdam,Fencing,Fencing,"GLYKAIS, Gyula",Hungary,Men,Sabre Team,Summer
1928,Amsterdam,Fencing,Fencing,"GOMBOS, Sandor",Hungary,Men,Sabre Team,Summer
1928,Amsterdam,Fencing,Fencing,"PETSCHAUER, Attila",Hungary,Men,Sabre Team,Summer
1928,Amsterdam,Fencing,Fencing,"RADY, Jozsef",Hungary,Men,Sabre Team,Summer
1928,Amsterdam,Fencing,Fencing,"TERSZTYANSZKY, Ödön",Hungary,Men,Sabre Team,Summer
1928,Amsterdam,Football,Football,"ANDRADE, José",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"ANSELMO, P.",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"ARISPE, Pedro",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"ARREMON, Juan Pedro",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"BARTIBAS, V.",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"BATIGNANI, F.",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"BORJAS, René",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"CAMPOLO, Antonio",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"CANAVESI, Adhemar",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"CASTRO, Hector",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"CEA, Pedro",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"FERNANDEZ, Lorenzo",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"FIGUEROA, Roberto",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"GESTIDO, Alvaro",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"MAZALI, AndrÃ©s",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"MELOGNO, A.",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"NASAZZI, José",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"PETRONE, Pedro",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"PIRIZ, Juan",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"SCARONE, Hector",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"TEJERA, D.",Uruguay,Men,Football,Summer
1928,Amsterdam,Football,Football,"URDINARAN, Antonio",Uruguay,Men,Football,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"MIEZ, Georges",Switzerland,Men,Horizontal Bar,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"MIEZ, Georges",Switzerland,Men,Individual All-Round,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"VACHA, Ladislav",Czechoslovakia,Men,Parallel Bars,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"HÄNGGI, Hermann",Switzerland,Men,Pommel Horse,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"STUKELJ, Leon",Yugoslavia,Men,Rings,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"GRIEDER, Hans",Switzerland,Men,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"GÜTTINGER, August",Switzerland,Men,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"HÄNGGI, Hermann",Switzerland,Men,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"MACK, Eugen",Switzerland,Men,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"MIEZ, Georges",Switzerland,Men,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"PFISTER, Otto",Switzerland,Men,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"STEINEMANN, Eduard",Switzerland,Men,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"WEZEL, Melchior",Switzerland,Men,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"AGSTERIBBE, Estella",Netherlands,Women,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"BURGERHOF, Petronella",Netherlands,Women,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"DE LEVIE, Elka",Netherlands,Women,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"NORDHEIM, Helena",Netherlands,Women,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"POLAK, Ans",Netherlands,Women,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"SIMONS, Jud",Netherlands,Women,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"STELMA, Jacoba Cornelia",Netherlands,Women,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"VAN DEN BERG, Jacomina",Netherlands,Women,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"VAN DEN BOS, Alida Johanna",Netherlands,Women,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"VAN DER VEGT, Anna Maria",Netherlands,Women,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"VAN RANDWIJK, Petronella Phillemina Johanna",Netherlands,Women,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"VAN RUMT, Hendrika Alida",Netherlands,Women,Team Competition,Summer
1928,Amsterdam,Gymnastics,Artistic G.,"MACK, Eugen",Switzerland,Men,Vault,Summer
1928,Amsterdam,Hockey,Hockey,"ALLEN, Richard James",India,Men,Hockey,Summer
1928,Amsterdam,Hockey,Hockey,"CHAND, Dyan",India,Men,Hockey,Summer
1928,Amsterdam,Hockey,Hockey,"GATELEY, Maurice A.",India,Men,Hockey,Summer
1928,Amsterdam,Hockey,Hockey,"GILL, K. S.",India,Men,Hockey,Summer
1928,Amsterdam,Hockey,Hockey,"GOODSIR-CULLEN, William John",India,Men,Hockey,Summer
1928,Amsterdam,Hockey,Hockey,"HAMMOND, Leslie Charles",India,Men,Hockey,Summer
1928,Amsterdam,Hockey,Hockey,"KHAN, Feroze Uddin",India,Men,Hockey,Summer
1928,Amsterdam,Hockey,Hockey,"MARTHINS, George E.",India,Men,Hockey,Summer
1928,Amsterdam,Hockey,Hockey,"NORRIS, Rex A.",India,Men,Hockey,Summer
1928,Amsterdam,Hockey,Hockey,"PINNIGER, Broome Eric",India,Men,Hockey,Summer
1928,Amsterdam,Hockey,Hockey,"ROCQUE, Michael E.",India,Men,Hockey,Summer
1928,Amsterdam,Hockey,Hockey,"SEAMAN, Frederic S.",India,Men,Hockey,Summer
1928,Amsterdam,Hockey,Hockey,"SHAUKAT, Ali",India,Men,Hockey,Summer
1928,Amsterdam,Hockey,Hockey,"SINGH, Jaipal",India,Men,Hockey,Summer
1928,Amsterdam,Hockey,Hockey,"YUSUF, Sayed Mohamed",India,Men,Hockey,Summer
1928,Amsterdam,Modern Pentathlon,Modern Pentath.,"THOFELT, Sven",Sweden,Men,Individual Competition,Summer
1928,Amsterdam,Rowing,Rowing,"MÖSCHTER, Kurt",Germany,Men,Coxless Pair (2-),Summer
1928,Amsterdam,Rowing,Rowing,"MÜLLER, Bruno",Germany,Men,Coxless Pair (2-),Summer
1928,Amsterdam,Rowing,Rowing,"COSTELLO, Paul Vincent",United States,Men,Double Sculls (2X),Summer
1928,Amsterdam,Rowing,Rowing,"MCILVAINE, Charles Joseph",United States,Men,Double Sculls (2X),Summer
1928,Amsterdam,Rowing,Rowing,"BLESSING, Donald F.",United States,Men,Eight With Coxswain (8+),Summer
1928,Amsterdam,Rowing,Rowing,"BRINCK, John Manning",United States,Men,Eight With Coxswain (8+),Summer
1928,Amsterdam,Rowing,Rowing,"CALDWELL, Hubert Aspinwall",United States,Men,Eight With Coxswain (8+),Summer
1928,Amsterdam,Rowing,Rowing,"DALLY, William Morris",United States,Men,Eight With Coxswain (8+),Summer
1928,Amsterdam,Rowing,Rowing,"DONLON, Peter Dwight",United States,Men,Eight With Coxswain (8+),Summer
1928,Amsterdam,Rowing,Rowing,"FREDERICK, Francis Harland",United States,Men,Eight With Coxswain (8+),Summer
1928,Amsterdam,Rowing,Rowing,"STALDER, Marvin Frederick",United States,Men,Eight With Coxswain (8+),Summer
1928,Amsterdam,Rowing,Rowing,"THOMPSON, William G.",United States,Men,Eight With Coxswain (8+),Summer
1928,Amsterdam,Rowing,Rowing,"WORKMAN, James Theodore",United States,Men,Eight With Coxswain (8+),Summer
1928,Amsterdam,Rowing,Rowing,"BEESLY, Richard",United Kingdom,Men,Four Without Coxswain (4-),Summer
1928,Amsterdam,Rowing,Rowing,"BEVAN, Edward Vaughan",United Kingdom,Men,Four Without Coxswain (4-),Summer
1928,Amsterdam,Rowing,Rowing,"LANDER, John Gerard Heath",United Kingdom,Men,Four Without Coxswain (4-),Summer
1928,Amsterdam,Rowing,Rowing,"WARRINER, Michael Henry",United Kingdom,Men,Four Without Coxswain (4-),Summer
1928,Amsterdam,Rowing,Rowing,"D, Giliante",Italy,Men,Four-Oared Shell With Coxswain (4-),Summer
1928,Amsterdam,Rowing,Rowing,"DELISE, Giovanni",Italy,Men,Four-Oared Shell With Coxswain (4-),Summer
1928,Amsterdam,Rowing,Rowing,"PERENTIN, Valerio",Italy,Men,Four-Oared Shell With Coxswain (4-),Summer
1928,Amsterdam,Rowing,Rowing,"PETRONIO, Renato",Italy,Men,Four-Oared Shell With Coxswain (4-),Summer
1928,Amsterdam,Rowing,Rowing,"VITTORI, Nicolo",Italy,Men,Four-Oared Shell With Coxswain (4-),Summer
1928,Amsterdam,Rowing,Rowing,"BOURQUIN, Hans",Switzerland,Men,Pair-Oared Shell With Coxswain (2+),Summer
1928,Amsterdam,Rowing,Rowing,"SCHÖCHLIN, Hans W.",Switzerland,Men,Pair-Oared Shell With Coxswain (2+),Summer
1928,Amsterdam,Rowing,Rowing,"SCHÖCHLIN, Karl F.",Switzerland,Men,Pair-Oared Shell With Coxswain (2+),Summer
1928,Amsterdam,Rowing,Rowing,"PEARCE, Henry Robert",Australia,Men,Single Sculls (1X),Summer
1928,Amsterdam,Sailing,Sailing,"THORELL, Sven",Sweden,Men,12 Foot Dinghy Individual,Summer
1928,Amsterdam,Sailing,Sailing,"ANKER, E.",Norway,Men,6M,Summer
1928,Amsterdam,Sailing,Sailing,"ANKER, Johan August",Norway,Men,6M,Summer
1928,Amsterdam,Sailing,Sailing,"BRYHN, H.P.",Norway,Men,6M,Summer
1928,Amsterdam,Sailing,Sailing,"CROWN PRINCE OLAV, H.R.H.",Norway,Men,6M,Summer
1928,Amsterdam,Sailing,Sailing,"HERIOT, Virginie",France,Women,8M,Summer
1928,Amsterdam,Weightlifting,Weightlifting,"ANDRYSEK, Franz Joseph",Austria,Men,"- 60KG, Total (Featherweight)",Summer
1928,Amsterdam,Weightlifting,Weightlifting,"STRASSBERGER, Josef",Germany,Men,"+ 82.5KG, Total (Heavyweight)",Summer
1928,Amsterdam,Weightlifting,Weightlifting,"HAAS, Hans",Austria,Men,"60 - 67.5KG, Total (Lightweight)",Summer
1928,Amsterdam,Weightlifting,Weightlifting,"HELBIG, Kurt",Germany,Men,"60 - 67.5KG, Total (Lightweight)",Summer
1928,Amsterdam,Weightlifting,Weightlifting,"FRANÇOIS, Roger",France,Men,"67.5 - 75KG, Total (Middleweight)",Summer
1928,Amsterdam,Weightlifting,Weightlifting,"NOSSEIR, El Sayed Mohamed",Egypt,Men,"75 - 82.5KG, Total (Light-Heavyweight)",Summer
1928,Amsterdam,Wrestling,Wrestling Free.,"MÄKINEN, Kaarlo E.",Finland,Men,- 56KG (Bantamweight),Summer
1928,Amsterdam,Wrestling,Wrestling Free.,"RICKTTOFF, Johan",Sweden,Men,+ 87KG (Heavyweight),Summer
1928,Amsterdam,Wrestling,Wrestling Free.,"MORRISON, Allie Roy",United States,Men,56 - 61KG (Featherweight),Summer
1928,Amsterdam,Wrestling,Wrestling Free.,"KAPP, Osvald",Estonia,Men,61 - 66KG (Lightweight),Summer
1928,Amsterdam,Wrestling,Wrestling Free.,"HAAVISTO, Arvo",Finland,Men,66 - 72KG (Welterweight),Summer
1928,Amsterdam,Wrestling,Wrestling Free.,"KYBURZ, E.",Switzerland,Men,72 - 79KG (Middleweight),Summer
1928,Amsterdam,Wrestling,Wrestling Free.,"SJÖSTEDT, Thure",Sweden,Men,79 - 87KG (Light-Heavyweight),Summer
1928,Amsterdam,Wrestling,Wrestling Gre-R,"LEUCHT, K.",Germany,Men,- 58KG (Bantamweight),Summer
1928,Amsterdam,Wrestling,Wrestling Gre-R,"SVENSSON, Rudolf",Sweden,Men,+ 82.5KG (Super Heavyweight),Summer
1928,Amsterdam,Wrestling,Wrestling Gre-R,"WALI, W.",Estonia,Men,58 - 60KG (Featherweight),Summer
1928,Amsterdam,Wrestling,Wrestling Gre-R,"KERESZTES, Lajos",Hungary,Men,60 - 67.5KG (Lightweight),Summer
1928,Amsterdam,Wrestling,Wrestling Gre-R,"KOKKINEN, Väinö Anselmi",Finland,Men,67.5 - 75KG (Middleweight),Summer
1928,Amsterdam,Wrestling,Wrestling Gre-R,"MOUSTAPHA, Ibrahim",Egypt,Men,75 - 82.5KG (Light-Heavyweight),Summer
1932,Los Angeles,Aquatics,Diving,"SMITH, Harold Edwin",United States,Men,10M Platform,Summer
1932,Los Angeles,Aquatics,Diving,"POYNTON-HILL, Dorothy",United States,Women,10M Platform,Summer
1932,Los Angeles,Aquatics,Diving,"GALITZEN, Michael Riley",United States,Men,3M Springboard,Summer
1932,Los Angeles,Aquatics,Diving,"COLEMAN, Georgia V.",United States,Women,3M Springboard,Summer
1932,Los Angeles,Aquatics,Swimming,"KIYOKAWA, Masaji",Japan,Men,100M Backstroke,Summer
